id,coformer1,coformer2,maccs_bit_1,maccs_bit_2,maccs_bit_3,maccs_bit_4,maccs_bit_5,maccs_bit_6,maccs_bit_7,maccs_bit_8,maccs_bit_9,maccs_bit_10,maccs_bit_11,maccs_bit_12,maccs_bit_13,maccs_bit_14,maccs_bit_15,maccs_bit_16,maccs_bit_17,maccs_bit_18,maccs_bit_19,maccs_bit_20,maccs_bit_21,maccs_bit_22,maccs_bit_23,maccs_bit_24,maccs_bit_25,maccs_bit_26,maccs_bit_27,maccs_bit_28,maccs_bit_29,maccs_bit_30,maccs_bit_31,maccs_bit_32,maccs_bit_33,maccs_bit_34,maccs_bit_35,maccs_bit_36,maccs_bit_37,maccs_bit_38,maccs_bit_39,maccs_bit_40,maccs_bit_41,maccs_bit_42,maccs_bit_43,maccs_bit_44,maccs_bit_45,maccs_bit_46,maccs_bit_47,maccs_bit_48,maccs_bit_49,maccs_bit_50,maccs_bit_51,maccs_bit_52,maccs_bit_53,maccs_bit_54,maccs_bit_55,maccs_bit_56,maccs_bit_57,maccs_bit_58,maccs_bit_59,maccs_bit_60,maccs_bit_61,maccs_bit_62,maccs_bit_63,maccs_bit_64,maccs_bit_65,maccs_bit_66,maccs_bit_67,maccs_bit_68,maccs_bit_69,maccs_bit_70,maccs_bit_71,maccs_bit_72,maccs_bit_73,maccs_bit_74,maccs_bit_75,maccs_bit_76,maccs_bit_77,maccs_bit_78,maccs_bit_79,maccs_bit_80,maccs_bit_81,maccs_bit_82,maccs_bit_83,maccs_bit_84,maccs_bit_85,maccs_bit_86,maccs_bit_87,maccs_bit_88,maccs_bit_89,maccs_bit_90,maccs_bit_91,maccs_bit_92,maccs_bit_93,maccs_bit_94,maccs_bit_95,maccs_bit_96,maccs_bit_97,maccs_bit_98,maccs_bit_99,maccs_bit_100,maccs_bit_101,maccs_bit_102,maccs_bit_103,maccs_bit_104,maccs_bit_105,maccs_bit_106,maccs_bit_107,maccs_bit_108,maccs_bit_109,maccs_bit_110,maccs_bit_111,maccs_bit_112,maccs_bit_113,maccs_bit_114,maccs_bit_115,maccs_bit_116,maccs_bit_117,maccs_bit_118,maccs_bit_119,maccs_bit_120,maccs_bit_121,maccs_bit_122,maccs_bit_123,maccs_bit_124,maccs_bit_125,maccs_bit_126,maccs_bit_127,maccs_bit_128,maccs_bit_129,maccs_bit_130,maccs_bit_131,maccs_bit_132,maccs_bit_133,maccs_bit_134,maccs_bit_135,maccs_bit_136,maccs_bit_137,maccs_bit_138,maccs_bit_139,maccs_bit_140,maccs_bit_141,maccs_bit_142,maccs_bit_143,maccs_bit_144,maccs_bit_145,maccs_bit_146,maccs_bit_147,maccs_bit_148,maccs_bit_149,maccs_bit_150,maccs_bit_151,maccs_bit_152,maccs_bit_153,maccs_bit_154,maccs_bit_155,maccs_bit_156,maccs_bit_157,maccs_bit_158,maccs_bit_159,maccs_bit_160,maccs_bit_161,maccs_bit_162,maccs_bit_163,maccs_bit_164,maccs_bit_165,maccs_bit_166,maccs_bit_167,form
negative_3716,Cc1cc(C)c(C=O)c(C)c1,CN1C=CC(=C2C=CN(C)C=C2)C=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,2,1,0,0,0,1,0,0,0,1,0,2,1,1,2,1,2,0,0
negative_3717,CCN1c2ccccc2N(CC)c2ccccc21,Oc1ccc2ccccc2c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,2,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,2,2,1,2,0,0
negative_3718,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,O=C1c2ccccc2C(O)(C(Cl)Cl)c2ccccc21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,2,0,1,1,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,1,1,1,1,2,1,1,1,0,2,1,0,1,1,2,1,1,0,1,0,1,1,2,1,2,1,1,2,1,2,0,1,2,2,2,2,0,0
negative_3719,[H]/N=C1/OC(C(F)(F)F)(C(F)(F)F)CS1,CC1(C)Oc2c3c(nc4ccccc24)O[C@H]2[C@@H]3[C@@H]1CC[C@]2(C)O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,1,1,2,1,1,0,0,0,2,1,1,0,0,1,0,0,1,1,1,1,1,0,2,0,2,1,0,1,1,2,1,1,2,1,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,2,0,1,0,1,0,1,1,1,1,1,0,1,0,1,2,1,0,0,2,2,0,1,1,2,1,1,2,2,0,0
negative_3720,FC(F)(F)c1ccccc1/N=c1\c(=N\c2ccccc2C(F)(F)F)c2cccc3cccc1c32,C[Si](C)(CCCC(=O)O)O[Si](C)(C)CCCC(=O)O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,2,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
negative_3721,CC(=O)N1CC(=O)N[C@@]2(ON=C(c3c(C)cc(C)cc3C)[C@@H]2C)C1=O,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,2,1,0,1,2,1,1,1,2,1,2,0,1,1,2,1,1,1,2,0,1,2,1,2,1,1,2,2,2,2,0,0
negative_3722,CN1C(=O)[C@H]2[C@H]3C=C[C@H](CC3)[C@H]2[C@H]1O,Fc1c(F)c(I)c(F)c(F)c1I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,2,0,0,0,1,0,1,1,1,1,1,1,1,2,1,2,0,0
negative_3723,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,2,0,1,1,1,0,0,0,2,0,0,1,0,2,0,0,2,2,0,0,1,1,1,2,1,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,0,0
negative_3724,CC1=CC(=O)[C@@H]([C@@H](O)c2ccccc2)C(C)(C)[C@@H]1C,CC(C)C(=O)N1C(=S)c2ccccc2[C@]12SC(C)(C)C(=O)N1C=CC=C[C@H]12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,2,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,2,1,2,0,0,1,2,2,0,1,0,2,0,1,1,1,2,2,1,2,2,2,2,0,0
negative_3725,COc1cc(OC)nc(N)n1,CC[C@]1(CC(=O)/C(=N/OC)C(=O)OC)CCC(=O)n2c1cc1ccccc12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,2,0,0,2,2,1,1,1,1,2,0,0,1,1,0,0,1,1,0,1,0,2,1,1,1,1,0,1,2,1,1,1,2,1,1,1,1,2,2,0,1,0,0,1,1,0,1,1,2,0,0,1,1,2,2,1,1,1,1,1,2,0,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2,0,0
negative_3726,C[Si](C)(C)[C@]1(O)CCCCCC[C@H]1O,O=C(O)c1cc(O)cc(O)c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,0,2,1,0,0,0,0,0,0,2,1,1,0,2,0,0,1,1,1,1,1,0,2,0,1,0,0,2,0,2,1,0,1,1,2,2,0,0
negative_3727,CN(C)c1ccc(C(=O)O)cc1,Fc1c(F)c(I)c(F)c(F)c1I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,2,2,1,2,0,0
negative_3728,CC1=NN(C(=O)N/N=C/c2ccccc2)[C@](O)(C(F)(F)F)C1,c1ccc(Oc2ccccc2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,2,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,2,0,1,0,0,1,0,1,1,2,0,1,0,1,2,1,1,1,1,2,2,2,2,0,0
negative_3729,CC1(C)CCC[C@@]2(C)C1=CCN1C(=O)c3ccccc3[C@@]12C(F)(F)F,COCC[C@H]1CCCC1=O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,2,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,2,2,1,2,0,0,1,1,0,0,0,1,2,2,1,0,0,1,0,1,0,0,1,0,0,0,1,0,2,1,1,0,2,1,1,2,0,1,2,2,1,1,1,1,1,2,1,1,1,2,2,0,0
negative_3730,O=C(O)/C=C/C(=O)O,C#C[C@]1(O)c2ccccc2[C@@](O)(C#C)c2cc(C)ccc21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,2,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,2,0,2,1,0,1,1,2,1,0,0
negative_3731,O=C1CC(=O)NC(=O)N1,C1SC2=C(S1)SC(=C1SC3=C(SCS3)S1)S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,2,0,0
negative_3732,CCN(CC)[P@](=S)(c1ccccc1)c1ccccc1/C(=C/c1ccccc1)c1ccccc1,C=CC[C@]12CCCC[C@@]1(C)C(c1ccco1)=C(CC)[C@@H](CC)N2Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,2,2,1,0,0,0,1,0,0,1,0,0,1,2,0,2,1,2,0,1,0,1,1,2,0,1,2,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,1,2,2,2,0,1,2,0,2,2,0,2,0,2,2,2,2,1,2,0,0
negative_3733,CNC(=S)c1ccccc1N1CCO[P@@]1(=S)c1ccc(OC)cc1,CCCC[C@@]1(O)OC2=C(CCC)C(=O)[C@@]34CC[C@@H](C=C3C(=O)OC)[C@H]3CCC1=C2[C@H]34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,2,0,0,0,0,1,1,1,1,0,2,1,1,2,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,2,1,1,1,1,1,2,0,1,1,1,1,1,1,2,2,1,1,1,0,2,1,0,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,0,0
negative_3734,CC(C)[C@@H](NC(c1ccccc1)(c1ccccc1)c1ccccc1)c1nnnn1CCc1ccccc1,COC(=O)C1(C(=O)OC)C[C@@H]1c1cccc(OC)c1O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,0,0
negative_3735,O=C(O)CCCCC(=O)O,[C-3]COC(C)=O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,0,2,0,2,1,0,0,0,2,0,0,0
negative_3736,O=C(O)CCCC(=O)O,CSc1cc2c(cc1SC)Sc1cc(SC)c(SC)cc1S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0
negative_3737,O=C(O)/C=C/C(=O)O,Cc1ccc(S(=O)(=O)N2c3ccccc3C(c3ccccc3)=C(CCCl)[C@@H]2C)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,2,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,2,1,1,1,1,2,1,0,0
negative_3738,O=C(O)CCCCCC(=O)O,N#CC(C#N)=c1c(F)c(F)c(=C(C#N)C#N)c(F)c1F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0
negative_3739,COC(=O)C[C@@]1(C[C@H]2O[C@@H]2c2ccccc2)Oc2ccccc2C1=O,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,2,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,2,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,2,2,1,2,0,0
negative_3740,CCOP(=O)(OCC)[C@@H](Nc1ccccc1Cl)c1ccccc1O,Cc1nc(C)c(C)nc1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2,1,1,0,1,2,2,1,1,1,0,1,2,1,1,1,2,2,2,2,1,2,0,0
negative_3741,C[C@@H]1CO[C@]2(C)c3ccccc3NC(=O)CN12,CCC1(CC)C(=O)NC(=O)NC1=O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,1,0,0,0,1,1,0,2,0,0,1,1,2,1,0,1,1,0,0,1,1,1,0,1,1,2,1,2,0,1,1,2,2,0,0,2,2,1,0,0,0,0,2,1,1,0,1,1,0,0,1,1,2,1,0,0,0,2,2,1,0,1,0,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,0,0
negative_3742,C=C([C@H](c1ccc(OC)cc1)P1(=O)OCC(C)(C)CO1)P1(=NC(C)(C)C)N(C(C)(C)C)P(NC(C)(C)C)N1C(C)(C)C,O=C(O)c1ccc(O)cc1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,1,0,0,0,1,1,1,1,1,1,0,1,2,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,2,0,1,2,0,1,1,1,1,2,1,1,0,1,2,1,2,1,1,2,2,2,2,0,0
negative_3743,NNC(=O)c1ccncc1,C[C@@H]1C[C@H](O)C[C@H](C)C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,2,2,2,0,0
negative_3744,CCOC(=O)[C@H](Cc1ccccc1)NC(=O)NC(=O)[C@H]1SC(N)=C(C#N)[C@@H]1c1cccc(OC)c1,Brc1cncc(Br)c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,2,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,0,0
negative_3745,O=C(Nc1ccccn1)C12CC3CC(CC(C3)C1)C2,CN1C(=O)[C@@]2(OC(=O)[C@]34c5ccccc5NC(=O)[C@@]32CCN4C)c2ccccc21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,2,1,2,1,0,1,1,2,2,0,1,2,0,0,0,2,0,0,1,0,2,1,2,0,0,1,1,2,1,0,1,2,1,1,0,1,0,1,1,0,0,0,0,1,0,2,1,2,0,0,1,0,2,1,1,2,1,1,1,1,1,2,1,1,2,0,2,1,2,1,1,2,2,2,2,2,0,0
